date,hours,temperature,dew_point_temperature,humidity,wind_direction,Label
2020/1/1,1,11.4,6.7,73,60,1
2020/1/1,2,11.3,6.8,74,50,1
2020/1/1,3,11.4,6.9,74,30,1
2020/1/1,4,11.3,6.8,74,40,1
2020/1/1,5,11.5,7,74,50,1
2020/1/1,6,12.1,7.1,71,40,1
2020/1/1,7,12.1,7,71,30,1
2020/1/1,8,12.9,7.2,68,30,1
2020/1/1,9,14.3,7.8,65,40,1
2020/1/1,10,15.2,8.2,63,40,1
2020/1/1,11,16.9,9.5,62,30,1
2020/1/1,12,18.5,10.1,58,50,1
2020/1/1,13,18.9,10.1,57,50,1
2020/1/1,14,18.1,10,59,40,1
2020/1/1,15,18.7,10.4,58,50,1
2020/1/1,16,17.8,10.2,61,60,1
2020/1/1,17,16.3,10,66,70,1
2020/1/1,18,14.6,9.6,72,70,1
2020/1/1,19,13.6,9.6,77,60,1
2020/1/1,20,13.5,9.8,78,40,1
2020/1/1,21,13.6,9.7,77,40,1
2020/1/1,22,13.3,9.6,78,40,1
2020/1/1,23,13.1,9.4,78,30,1
2020/1/1,24,12.6,9.3,80,30,1
2020/1/2,1,12.4,9.2,81,40,1
2020/1/2,2,12.3,9.1,81,50,1
2020/1/2,3,13.1,9.6,79,20,1
2020/1/2,4,13.1,9.8,80,20,1
2020/1/2,5,13.9,10.3,79,20,1
2020/1/2,6,14.1,9.9,76,20,1
2020/1/2,7,14.2,10.1,76,20,1
2020/1/2,8,15.1,10.3,73,10,1
2020/1/2,9,16.2,10.7,70,10,1
2020/1/2,10,17.1,10.9,67,360,1
2020/1/2,11,18.2,11.2,64,360,1
2020/1/2,12,20,12.1,60,20,1
2020/1/2,13,21.2,12.2,56,50,1
2020/1/2,14,21.8,12.2,54,80,1
2020/1/2,15,20.3,12.8,62,100,1
2020/1/2,16,18.7,12.5,67,100,1
2020/1/2,17,17.1,12,72,90,1
2020/1/2,18,16,11.9,77,80,1
2020/1/2,19,15.5,12,80,80,1
2020/1/2,20,14.8,11.6,81,70,1
2020/1/2,21,14.7,11.8,83,60,1
2020/1/2,22,14.8,11.8,82,40,1
2020/1/2,23,14.6,11.9,84,40,1
2020/1/2,24,14.3,11.8,85,30,1
2020/1/3,1,14.3,11.9,85,30,1
2020/1/3,2,13.8,11.3,85,50,1
2020/1/3,3,14.4,12,85,10,1
2020/1/3,4,15.1,12.7,86,350,1
2020/1/3,5,14,12,88,20,1
2020/1/3,6,14.5,12.3,87,360,1
2020/1/3,7,14.3,12.4,88,360,1
2020/1/3,8,15.3,13.7,90,0,1
2020/1/3,9,17.3,14.1,81,20,1
2020/1/3,10,18.5,13.8,74,10,1
2020/1/3,11,19.4,13.6,69,10,1
2020/1/3,12,21.3,13.9,63,10,1
2020/1/3,13,23.2,14.2,57,60,1
2020/1/3,14,22.2,14.6,62,110,1
2020/1/3,15,21.6,13.9,62,100,1
2020/1/3,16,20.7,13.8,65,100,1
2020/1/3,17,18.9,13.3,70,90,1
2020/1/3,18,17.2,13,76,90,1
2020/1/3,19,16.8,13.2,79,80,1
2020/1/3,20,16.5,13,80,70,1
2020/1/3,21,15.9,12.8,82,80,1
2020/1/3,22,15.6,12.7,83,80,1
2020/1/3,23,15.6,12.4,81,60,1
2020/1/3,24,15.4,12.6,83,50,1
2020/1/4,1,15.3,13,86,30,1
2020/1/4,2,15.5,13.3,87,10,1
2020/1/4,3,15.9,14,88,360,1
2020/1/4,4,15.8,13.7,87,360,1
2020/1/4,5,15.5,13.6,88,20,1
2020/1/4,6,15.5,13.7,89,10,1
2020/1/4,7,15.4,13.5,88,10,1
2020/1/4,8,16.3,15,92,10,1
2020/1/4,9,18.3,15.1,82,10,1
2020/1/4,10,19.4,15.1,76,20,1
2020/1/4,11,20.7,14.6,68,60,1
2020/1/4,12,21.6,14.7,65,40,1
2020/1/4,13,22.6,14.9,62,70,1
2020/1/4,14,23.1,15.1,61,60,1
2020/1/4,15,22.4,15.2,64,110,1
2020/1/4,16,21,14.6,67,100,1
2020/1/4,17,19,13.8,72,90,1
2020/1/4,18,18,13.7,76,80,1
2020/1/4,19,17.4,13.7,79,60,1
2020/1/4,20,17,13.7,81,70,1
2020/1/4,21,17.1,13.8,81,60,1
2020/1/4,22,16.5,13.7,84,40,1
2020/1/4,23,17,13.8,81,60,1
2020/1/4,24,17,13.7,81,60,1
2020/1/5,1,16.9,13.6,81,60,1
2020/1/5,2,16.8,13.6,81,60,1
2020/1/5,3,16.5,13.4,82,60,1
2020/1/5,4,16.1,13.3,83,70,1
2020/1/5,5,15.4,13,86,60,1
2020/1/5,6,16,13.7,86,80,1
2020/1/5,7,16.6,13.8,84,60,1
2020/1/5,8,17.1,14,82,40,1
2020/1/5,9,18.6,14.5,77,30,1
2020/1/5,10,19.2,14.4,74,40,1
2020/1/5,11,18.8,14.1,74,50,1
2020/1/5,12,20.3,14.3,68,60,1
2020/1/5,13,22,15.1,65,70,1
2020/1/5,14,22.1,15,64,60,1
2020/1/5,15,22.1,14.9,64,40,1
2020/1/5,16,21.6,14.8,65,60,1
2020/1/5,17,20.2,14.4,69,70,1
2020/1/5,18,18.6,14,75,70,1
2020/1/5,19,17.9,13.8,77,80,1
2020/1/5,20,17,13.6,80,80,1
2020/1/5,21,16.8,13.6,81,60,1
2020/1/5,22,16.9,13.6,81,60,1
2020/1/5,23,16.6,13.7,83,60,1
2020/1/5,24,15.9,13.3,85,80,1
2020/1/6,1,16.8,13.7,82,60,1
2020/1/6,2,17.3,14.2,82,60,1
2020/1/6,3,17.7,14.2,80,60,1
2020/1/6,4,16.5,13.9,85,360,1
2020/1/6,5,16.9,14.1,84,310,1
2020/1/6,6,16.2,13.8,86,20,1
2020/1/6,7,16.2,14.2,88,20,1
2020/1/6,8,17,15.1,89,10,1
2020/1/6,9,17.9,15.3,85,10,1
2020/1/6,10,20.1,15.6,75,10,1
2020/1/6,11,21.4,15,67,360,1
2020/1/6,12,21.2,16,72,220,1
2020/1/6,13,22,15.6,67,220,1
2020/1/6,14,20.6,15.1,71,190,1
2020/1/6,15,21.7,15.5,68,120,1
2020/1/6,16,20.1,15.2,73,110,1
2020/1/6,17,19.1,15.4,79,120,1
2020/1/6,18,17.8,15.1,84,100,1
2020/1/6,19,17.5,15.2,86,0,1
2020/1/6,20,17.5,15.3,87,290,1
2020/1/6,21,17.4,15.4,88,300,1
2020/1/6,22,17.7,15.7,88,0,1
2020/1/6,23,17.4,15.5,89,70,1
2020/1/6,24,17.9,15.8,88,320,1
2020/1/7,1,17.6,15.6,88,340,1
2020/1/7,2,17.4,15.4,88,350,1
2020/1/7,3,17.1,14.9,87,360,1
2020/1/7,4,17,15.1,89,360,1
2020/1/7,5,16.9,15,89,320,1
2020/1/7,6,17,15.1,89,290,1
2020/1/7,7,16.5,15,91,330,1
2020/1/7,8,17.5,16,91,270,1
2020/1/7,9,18.1,16.4,90,240,1
2020/1/7,10,18.8,16.7,88,240,1
2020/1/7,11,19,16.5,85,200,1
2020/1/7,12,19.6,16.5,82,200,1
2020/1/7,13,20.9,16.5,76,180,1
2020/1/7,14,21.2,16.6,75,190,1
2020/1/7,15,20.5,16.5,78,190,1
2020/1/7,16,20.5,16.2,76,170,1
2020/1/7,17,19.6,16,80,190,1
2020/1/7,18,19,15.5,80,180,1
2020/1/7,19,18.7,15.8,83,200,1
2020/1/7,20,18,15.8,87,230,1
2020/1/7,21,18.1,16.1,88,180,1
2020/1/7,22,17.7,15.9,89,140,1
2020/1/7,23,18.2,15.9,86,30,1
2020/1/7,24,17.4,15.4,88,10,1
2020/1/8,1,16.5,14.8,90,30,1
2020/1/8,2,16.5,15.1,91,30,1
2020/1/8,3,16.5,14.9,90,10,1
2020/1/8,4,16.4,15.3,93,10,1
2020/1/8,5,16.1,15.3,95,10,1
2020/1/8,6,14.9,14.1,95,20,1
2020/1/8,7,13.3,12.6,96,30,1
2020/1/8,8,15.1,13.8,92,20,1
2020/1/8,9,19.2,15.1,77,20,1
2020/1/8,10,21.6,11,51,70,1
2020/1/8,11,22.6,10.4,46,70,1
2020/1/8,12,22.1,10.5,48,70,1
2020/1/8,13,21.9,11.1,50,80,1
2020/1/8,14,21.4,11.2,52,80,1
2020/1/8,15,20.5,10.4,52,70,1
2020/1/8,16,19.1,10,56,80,1
2020/1/8,17,17.2,9.6,61,80,1
2020/1/8,18,15.8,8.9,64,80,1
2020/1/8,19,15.2,8.5,64,70,1
2020/1/8,20,15.1,8.5,65,70,1
2020/1/8,21,14.8,8.6,66,70,1
2020/1/8,22,14.2,9.2,72,70,1
2020/1/8,23,14.1,8.8,70,60,1
2020/1/8,24,14,8.2,68,60,1
2020/1/9,1,13.4,8,70,60,1
2020/1/9,2,13.4,7.8,69,60,1
2020/1/9,3,13.1,7.4,68,60,1
2020/1/9,4,12.9,7.2,68,50,1
2020/1/9,5,12.4,7.3,71,30,1
2020/1/9,6,12.2,7.2,71,40,1
2020/1/9,7,11.7,7,73,50,1
2020/1/9,8,13.7,7.8,68,50,1
2020/1/9,9,14.8,7.8,63,50,1
2020/1/9,10,16.5,8.8,60,70,1
2020/1/9,11,18,9.9,59,50,1
2020/1/9,12,18.5,9.9,57,40,1
2020/1/9,13,19.6,10.4,55,70,1
2020/1/9,14,18.6,10.1,58,60,1
2020/1/9,15,19.8,10.6,55,70,1
2020/1/9,16,19.1,10.6,58,80,1
2020/1/9,17,17,10.8,67,100,1
2020/1/9,18,15.5,10.7,73,90,1
2020/1/9,19,14.9,10.6,75,80,1
2020/1/9,20,14.5,10.7,78,70,1
2020/1/9,21,14.1,10.7,80,80,1
2020/1/9,22,14.1,10.7,80,70,1
2020/1/9,23,14,10.6,80,70,1
2020/1/9,24,13.6,10.5,82,60,1
2020/1/10,1,13.8,10.3,79,50,1
2020/1/10,2,13.6,10.4,81,40,1
2020/1/10,3,13.5,10.2,80,40,1
2020/1/10,4,13.8,10.3,79,50,1
2020/1/10,5,14,10.3,78,20,1
2020/1/10,6,14.2,10.7,79,40,1
2020/1/10,7,14.5,10.8,78,30,1
2020/1/10,8,15.4,11.2,76,40,1
2020/1/10,9,16.2,11.5,74,30,1
2020/1/10,10,17.7,11.9,69,10,1
2020/1/10,11,18.7,12.3,66,20,1
2020/1/10,12,21,13.2,61,30,1
2020/1/10,13,21.8,13.6,60,30,1
2020/1/10,14,21.5,13.5,60,50,1
2020/1/10,15,21.5,14.2,63,100,1
2020/1/10,16,19.6,13.8,69,100,1
2020/1/10,17,17.8,13.2,74,100,1
2020/1/10,18,16.2,12.8,80,100,1
2020/1/10,19,15.8,13,83,90,1
2020/1/10,20,15.3,12.8,85,80,1
2020/1/10,21,14.9,12.7,87,60,1
2020/1/10,22,15,13,88,40,1
2020/1/10,23,15.5,13.4,87,70,1
2020/1/10,24,15.3,13.1,87,60,1
2020/1/11,1,15.4,13.1,86,70,1
2020/1/11,2,15.6,13.1,85,110,1
2020/1/11,3,15.5,13.2,86,110,1
2020/1/11,4,15.4,13.2,87,90,1
2020/1/11,5,15.5,13.3,87,100,1
2020/1/11,6,15.6,13.4,87,70,1
2020/1/11,7,15.6,13.6,88,80,1
2020/1/11,8,16.2,13.9,86,90,1
2020/1/11,9,17,14,82,90,1
2020/1/11,10,17.6,14,79,350,1
2020/1/11,11,18.1,14.3,78,20,1
2020/1/11,12,18.2,14.1,77,50,1
2020/1/11,13,18.4,14.5,78,160,1
2020/1/11,14,18.4,14.3,77,170,1
2020/1/11,15,18,14.3,79,190,1
2020/1/11,16,18.2,14.3,78,90,1
2020/1/11,17,17.9,14.3,79,80,1
2020/1/11,18,17.3,14,81,80,1
2020/1/11,19,17,13.9,82,80,1
2020/1/11,20,17.2,13.5,79,70,1
2020/1/11,21,16.8,13.7,82,80,1
2020/1/11,22,16.7,13.7,82,80,1
2020/1/11,23,16.2,13.4,83,70,1
2020/1/11,24,15.8,13.3,85,70,1
2020/1/12,1,16.3,13.7,85,70,1
2020/1/12,2,16.2,13.3,83,80,1
2020/1/12,3,15.9,12.9,82,80,1
2020/1/12,4,15,12.7,86,80,1
2020/1/12,5,14.7,11.9,83,70,1
2020/1/12,6,14.7,11.4,81,60,1
2020/1/12,7,14.2,10.7,79,50,1
2020/1/12,8,14.8,11.4,80,60,1
2020/1/12,9,15.3,10.9,75,60,1
2020/1/12,10,15.9,10.4,70,50,1
2020/1/12,11,16.1,10.8,71,60,1
2020/1/12,12,15.2,10.5,74,60,1
2020/1/12,13,15.3,9.9,70,60,1
2020/1/12,14,15.8,9.5,66,50,1
2020/1/12,15,15.1,9.1,67,60,1
2020/1/12,16,14.6,9,69,70,1
2020/1/12,17,14.2,8.8,70,70,1
2020/1/12,18,13.9,8.5,70,70,1
2020/1/12,19,13.9,8.3,69,60,1
2020/1/12,20,13.8,8.3,69,60,1
2020/1/12,21,13.7,8.1,69,60,1
2020/1/12,22,13.7,8.2,69,70,1
2020/1/12,23,13.5,8.2,70,70,1
2020/1/12,24,13,7.4,69,70,1
2020/1/13,1,13.3,6.9,65,60,1
2020/1/13,2,13.4,6.6,63,60,1
2020/1/13,3,12.9,6.3,64,60,1
2020/1/13,4,12.8,5.6,62,50,1
2020/1/13,5,12.8,5.4,61,50,1
2020/1/13,6,12.4,6.1,65,40,1
2020/1/13,7,12.2,5.9,65,60,1
2020/1/13,8,13.3,6.2,62,60,1
2020/1/13,9,15.1,6.8,58,50,1
2020/1/13,10,16.2,7,54,60,1
2020/1/13,11,17.8,8,53,70,1
2020/1/13,12,18.6,8.8,53,60,1
2020/1/13,13,18.7,8.9,53,40,1
2020/1/13,14,19.2,9.4,53,50,1
2020/1/13,15,18.6,10.1,58,60,1
2020/1/13,16,16.7,9.6,63,70,1
2020/1/13,17,15.3,9.2,67,60,1
2020/1/13,18,13.9,8.9,72,60,1
2020/1/13,19,13.2,9,76,70,1
2020/1/13,20,12.7,9.2,79,70,1
2020/1/13,21,13.4,9.3,76,60,1
2020/1/13,22,12.9,8.8,76,50,1
2020/1/13,23,12.5,8.3,76,70,1
2020/1/13,24,12.1,8.2,77,60,1
2020/1/14,1,11.8,8.3,79,60,1
2020/1/14,2,12.2,8.4,78,10,1
2020/1/14,3,12.2,8.7,79,40,1
2020/1/14,4,12.4,8.5,77,10,1
2020/1/14,5,12.5,8.4,76,40,1
2020/1/14,6,13.7,9.1,74,320,1
2020/1/14,7,12.9,8.9,77,310,1
2020/1/14,8,13.7,9.7,77,50,1
2020/1/14,9,15.7,10.7,72,40,1
2020/1/14,10,16.7,10.8,68,10,1
2020/1/14,11,17.1,9.8,62,360,1
2020/1/14,12,19.9,10.7,55,50,1
2020/1/14,13,20.4,10.9,54,60,1
2020/1/14,14,19,11.7,63,100,1
2020/1/14,15,19.1,11.8,63,90,1
2020/1/14,16,18.6,11.9,65,90,1
2020/1/14,17,16.7,11.6,72,70,1
2020/1/14,18,15.2,11.3,78,70,1
2020/1/14,19,14.8,11.1,78,70,1
2020/1/14,20,15.1,11,76,70,1
2020/1/14,21,14.7,10.9,78,60,1
2020/1/14,22,15,10.8,76,60,1
2020/1/14,23,14.8,10.3,74,70,1
2020/1/14,24,14.5,9.9,74,70,1
2020/1/15,1,14.5,9.8,73,60,1
2020/1/15,2,14.5,9.5,72,70,1
2020/1/15,3,14.3,9.2,71,50,1
2020/1/15,4,14,8.9,71,50,1
2020/1/15,5,14,8.8,71,50,1
2020/1/15,6,14,8.6,70,60,1
2020/1/15,7,13.7,8.6,71,50,1
2020/1/15,8,14.2,8.7,69,60,1
2020/1/15,9,15.3,9.3,67,50,1
2020/1/15,10,16.7,9.5,62,50,1
2020/1/15,11,17,9.7,62,60,1
2020/1/15,12,18.9,10.3,57,60,1
2020/1/15,13,18.1,10,59,60,1
2020/1/15,14,18.1,10.2,60,50,1
2020/1/15,15,17.5,10,61,60,1
2020/1/15,16,16.5,9.6,64,70,1
2020/1/15,17,16.2,10,67,70,1
2020/1/15,18,15.8,9.9,68,70,1
2020/1/15,19,15,9.8,71,70,1
2020/1/15,20,14.6,9.7,72,70,1
2020/1/15,21,14.5,9.9,74,80,1
2020/1/15,22,14.4,10.1,75,60,1
2020/1/15,23,14.2,10.1,76,60,1
2020/1/15,24,14.2,10.1,76,60,1
2020/1/16,1,14.2,10.2,77,60,1
2020/1/16,2,14.2,10.4,78,60,1
2020/1/16,3,14.2,10.6,79,60,1
2020/1/16,4,14.2,10.6,79,60,1
2020/1/16,5,14.3,10.8,79,70,1
2020/1/16,6,14.3,10.8,79,70,1
2020/1/16,7,14.3,10.8,79,80,1
2020/1/16,8,14.8,11.1,78,80,1
2020/1/16,9,15.5,11.2,76,50,1
2020/1/16,10,16.1,11.6,75,20,1
2020/1/16,11,16.7,11.9,73,70,1
2020/1/16,12,18.6,12.4,67,20,1
2020/1/16,13,17.8,12.4,71,250,1
2020/1/16,14,18.1,12.8,71,200,1
2020/1/16,15,18.6,13.1,70,190,1
2020/1/16,16,17.8,13.2,74,150,1
2020/1/16,17,16.9,13.1,78,140,1
2020/1/16,18,15.5,12.9,84,140,1
2020/1/16,19,15.2,12.9,86,120,1
2020/1/16,20,15.4,13.4,88,90,1
2020/1/16,21,15,13,88,50,1
2020/1/16,22,15.5,13.2,86,70,1
2020/1/16,23,15.5,12.9,84,70,1
2020/1/16,24,15.6,12.8,83,70,1
2020/1/17,1,15.6,12.6,82,70,1
2020/1/17,2,15.3,12.5,83,60,1
2020/1/17,3,15.3,12.2,82,80,1
2020/1/17,4,15.3,12,81,70,1
2020/1/17,5,15.2,12,81,70,1
2020/1/17,6,14.9,12,83,70,1
2020/1/17,7,14.1,12.2,88,60,1
2020/1/17,8,14,12.2,89,60,1
2020/1/17,9,14.5,11.8,84,70,1
2020/1/17,10,15,11.9,82,60,1
2020/1/17,11,16.2,11.8,75,60,1
2020/1/17,12,16.8,11.5,71,70,1
2020/1/17,13,16.7,10.8,68,60,1
2020/1/17,14,17.1,11.1,68,60,1
2020/1/17,15,16,10.7,71,60,1
2020/1/17,16,15.4,10.4,72,70,1
2020/1/17,17,14.9,9.9,72,60,1
2020/1/17,18,14.4,9.6,73,60,1
2020/1/17,19,14.1,9.6,74,60,1
2020/1/17,20,14,9.4,74,60,1
2020/1/17,21,13.9,9.4,74,60,1
2020/1/17,22,13.8,9.4,75,60,1
2020/1/17,23,13.7,9.2,74,60,1
2020/1/17,24,13.5,8.5,72,60,1
2020/1/18,1,13.4,8.6,73,60,1
2020/1/18,2,13.1,8.9,76,50,1
2020/1/18,3,13,8.7,75,60,1
2020/1/18,4,12.6,8.5,76,70,1
2020/1/18,5,12.8,8.6,76,60,1
2020/1/18,6,12.8,8.3,74,60,1
2020/1/18,7,12.8,8.3,74,60,1
2020/1/18,8,13.1,8.2,72,60,1
2020/1/18,9,13.7,8.6,71,70,1
2020/1/18,10,14.8,8.6,66,60,1
2020/1/18,11,15.3,8.5,64,60,1
2020/1/18,12,15.9,8.2,60,60,1
2020/1/18,13,15.6,7.8,60,60,1
2020/1/18,14,15.9,7.8,59,60,1
2020/1/18,15,14.9,7.6,62,70,1
2020/1/18,16,14.7,7.5,62,70,1
2020/1/18,17,13.7,6.9,63,70,1
2020/1/18,18,13.3,7,66,70,1
2020/1/18,19,13.1,7.3,68,70,1
2020/1/18,20,12.8,7.1,68,70,1
2020/1/18,21,12.7,6.9,68,70,1
2020/1/18,22,12.6,6.8,68,60,1
2020/1/18,23,12.6,7.1,69,60,1
2020/1/18,24,12.5,6.9,69,60,1
2020/1/19,1,12.2,6.8,70,60,1
2020/1/19,2,12.2,6.6,69,60,1
2020/1/19,3,12.1,6.4,68,60,1
2020/1/19,4,12.3,6.8,69,40,1
2020/1/19,5,12.5,6.9,69,40,1
2020/1/19,6,12.4,7,70,30,1
2020/1/19,7,12.4,7,70,40,1
2020/1/19,8,13.1,7.1,67,40,1
2020/1/19,9,14.5,7.9,65,40,1
2020/1/19,10,15.3,8.5,64,60,1
2020/1/19,11,17.2,9,58,20,1
2020/1/19,12,17.1,9.1,59,360,1
2020/1/19,13,16.7,10,65,250,1
2020/1/19,14,17.8,10.4,62,100,1
2020/1/19,15,17.4,10.7,65,110,1
2020/1/19,16,16.1,10.8,71,110,1
2020/1/19,17,15,10.5,74,90,1
2020/1/19,18,14.1,10.5,79,80,1
2020/1/19,19,13.8,10.6,81,70,1
2020/1/19,20,14.3,10.7,79,70,1
2020/1/19,21,13.7,10.2,79,70,1
2020/1/19,22,14.4,10.5,77,60,1
2020/1/19,23,14.3,10.3,77,70,1
2020/1/19,24,13.6,10.1,79,60,1
2020/1/20,1,13.9,9.6,75,80,1
2020/1/20,2,13.8,9.5,75,60,1
2020/1/20,3,13.6,9.5,76,60,1
2020/1/20,4,13.6,9.3,75,60,1
2020/1/20,5,13.4,9.1,75,60,1
2020/1/20,6,13.5,9,74,60,1
2020/1/20,7,13.5,8.8,73,60,1
2020/1/20,8,14,9.1,72,60,1
2020/1/20,9,14.9,9.3,69,60,1
2020/1/20,10,15.9,9.5,66,60,1
2020/1/20,11,17,9.7,62,60,1
2020/1/20,12,18.1,10.1,60,70,1
2020/1/20,13,18.7,10.3,58,30,1
2020/1/20,14,18.9,10.8,59,100,1
2020/1/20,15,18.7,10.6,59,100,1
2020/1/20,16,17.3,10.1,63,90,1
2020/1/20,17,15.8,9.7,67,90,1
2020/1/20,18,14.2,9.6,74,80,1
2020/1/20,19,13.7,9.7,77,60,1
2020/1/20,20,13.5,9.7,78,80,1
2020/1/20,21,13.4,9.2,76,70,1
2020/1/20,22,13.1,9.2,77,70,1
2020/1/20,23,13,8.9,76,60,1
2020/1/20,24,12.7,8.5,76,50,1
2020/1/21,1,12.6,8.2,75,50,1
2020/1/21,2,12.4,7.8,73,50,1
2020/1/21,3,12.2,7.4,72,60,1
2020/1/21,4,12.2,7.2,71,60,1
2020/1/21,5,12.5,7.4,71,50,1
2020/1/21,6,12.2,7.2,71,50,1
2020/1/21,7,12.3,7.1,71,50,1
2020/1/21,8,13.6,7.5,67,50,1
2020/1/21,9,15.3,8.1,62,50,1
2020/1/21,10,16.8,8.5,58,50,1
2020/1/21,11,17.9,8.9,56,40,1
2020/1/21,12,19.5,9.2,51,50,1
2020/1/21,13,20.5,9.7,50,40,1
2020/1/21,14,20.3,9.8,51,30,1
2020/1/21,15,20.4,9.9,51,20,1
2020/1/21,16,19.1,9.7,54,60,1
2020/1/21,17,17.9,9.2,57,80,1
2020/1/21,18,16.2,9.7,65,90,1
2020/1/21,19,15,9.4,69,80,1
2020/1/21,20,14.5,9.4,71,70,1
2020/1/21,21,14.6,10.1,74,70,1
2020/1/21,22,14.3,10.6,78,50,1
2020/1/21,23,13.8,10.5,80,60,1
2020/1/21,24,14.4,10.1,75,30,1
2020/1/22,1,14.9,10.3,74,20,1
2020/1/22,2,15.7,10.9,73,360,1
2020/1/22,3,15.7,10.3,70,340,1
2020/1/22,4,15.5,10.2,71,140,1
2020/1/22,5,15.4,10.9,75,330,1
2020/1/22,6,15.7,11.3,75,340,1
2020/1/22,7,15.2,11.7,80,30,1
2020/1/22,8,16,11.4,74,50,1
2020/1/22,9,17.4,12,71,20,1
2020/1/22,10,18.1,12.7,71,210,1
2020/1/22,11,17.2,12.1,72,270,1
2020/1/22,12,17.6,12.5,72,260,1
2020/1/22,13,17.7,13.4,76,230,1
2020/1/22,14,18,12.3,69,240,1
2020/1/22,15,18,12.4,70,220,1
2020/1/22,16,18.1,12.2,68,230,1
2020/1/22,17,17.3,12.4,73,200,1
2020/1/22,18,16.6,12.2,75,290,1
2020/1/22,19,16.6,13.1,80,200,1
2020/1/22,20,17.6,11.5,67,340,1
2020/1/22,21,16.9,12,73,360,1
2020/1/22,22,16.3,12.1,76,160,1
2020/1/22,23,17,13,77,320,1
2020/1/22,24,16.7,12.5,76,0,1
2020/1/23,1,16.9,13.4,80,10,1
2020/1/23,2,16.5,13.7,84,60,1
2020/1/23,3,16.9,14.1,84,30,1
2020/1/23,4,16.8,14.1,84,30,1
2020/1/23,5,17.2,14.4,84,20,1
2020/1/23,6,17.3,14.7,85,100,1
2020/1/23,7,17.3,14.8,85,350,1
2020/1/23,8,18.4,15.4,83,10,1
2020/1/23,9,19.7,15.1,75,360,1
2020/1/23,10,20.3,15.7,75,160,1
2020/1/23,11,22.2,15.4,65,170,1
2020/1/23,12,22.1,16,68,250,1
2020/1/23,13,23.4,16.7,66,250,1
2020/1/23,14,24.6,17.4,64,190,1
2020/1/23,15,24.1,17.9,68,110,1
2020/1/23,16,23,17.9,73,110,1
2020/1/23,17,21.2,17.1,77,100,1
2020/1/23,18,18.9,15.9,83,100,1
2020/1/23,19,17.4,15,86,90,1
2020/1/23,20,17.1,14.8,86,70,1
2020/1/23,21,17,14.7,86,60,1
2020/1/23,22,17.1,14.5,85,70,1
2020/1/23,23,17.3,14.6,84,60,1
2020/1/23,24,17.6,14.7,83,60,1
2020/1/24,1,17.6,14.6,83,60,1
2020/1/24,2,17.5,14.6,83,60,1
2020/1/24,3,17.5,14.6,83,60,1
2020/1/24,4,17.2,14.5,84,60,1
2020/1/24,5,17,14.3,84,50,1
2020/1/24,6,16.8,14,84,60,1
2020/1/24,7,16.6,13.6,82,70,1
2020/1/24,8,16.7,13.8,83,60,1
2020/1/24,9,17.5,13.9,79,60,1
2020/1/24,10,17.3,13.8,80,70,1
2020/1/24,11,17.5,14.2,81,60,1
2020/1/24,12,18.7,14.2,75,60,1
2020/1/24,13,18.3,14,76,60,1
2020/1/24,14,18.5,13.9,75,60,1
2020/1/24,15,18.8,13.9,73,70,1
2020/1/24,16,18.9,13.8,72,70,1
2020/1/24,17,17.9,13.2,74,60,1
2020/1/24,18,17.3,13,76,70,1
2020/1/24,19,16.8,13.1,79,70,1
2020/1/24,20,16.4,13,80,70,1
2020/1/24,21,16.3,12.7,79,60,1
2020/1/24,22,15.9,12.3,79,60,1
2020/1/24,23,15.7,12.1,79,60,1
2020/1/24,24,15.7,12.1,79,60,1
2020/1/25,1,15.7,12.2,80,60,1
2020/1/25,2,15.5,11.9,79,60,1
2020/1/25,3,15.6,11.9,79,60,1
2020/1/25,4,15.7,12,79,60,1
2020/1/25,5,15.9,11.9,77,60,1
2020/1/25,6,15.9,11.9,77,60,1
2020/1/25,7,15.9,12.2,79,70,1
2020/1/25,8,17.3,12.9,75,50,1
2020/1/25,9,17.7,13,74,70,1
2020/1/25,10,18.4,13.4,73,90,1
2020/1/25,11,19.7,13.8,69,80,1
2020/1/25,12,21.9,14.3,62,40,1
2020/1/25,13,20.1,13.6,66,40,1
2020/1/25,14,20.1,13.6,66,60,1
2020/1/25,15,19.3,13.3,68,60,1
2020/1/25,16,18.8,13.1,69,80,1
2020/1/25,17,17.8,12.9,73,90,1
2020/1/25,18,16.9,12.7,76,70,1
2020/1/25,19,16.5,12.5,77,80,1
2020/1/25,20,16.3,12.5,78,60,1
2020/1/25,21,16.4,12.7,79,50,1
2020/1/25,22,16.1,12.3,78,60,1
2020/1/25,23,15.9,11.8,77,70,1
2020/1/25,24,15.6,11.9,79,60,1
2020/1/26,1,14.6,12.5,87,60,1
2020/1/26,2,14.2,12.5,90,60,1
2020/1/26,3,14,12.4,90,50,1
2020/1/26,4,14.3,12.8,91,50,1
2020/1/26,5,14.2,12.7,91,40,1
2020/1/26,6,14.5,13.1,91,80,1
2020/1/26,7,14.3,12.9,91,70,1
2020/1/26,8,14.4,13,91,70,1
2020/1/26,9,14.7,13.4,92,40,1
2020/1/26,10,15.3,14,92,70,1
2020/1/26,11,16.2,14.5,90,60,1
2020/1/26,12,15.7,13.3,86,50,1
2020/1/26,13,15.6,14,90,40,1
2020/1/26,14,16,14.4,90,30,1
2020/1/26,15,15.6,14.3,92,0,1
2020/1/26,16,16.8,15.3,91,80,1
2020/1/26,17,16.6,14.8,89,50,1
